INDIV_ID_CASE_NUMBER,GENDER_CD,INACTIVE_IND,ACTIVE_IN_CASE_SW,EFF_BEGIN_DT,HIST_NAV_IND,SSN_SW,RESIDENCY_STATE_CD,US_CITIZEN_SW,RELATIONSHIP_TYPE_CD,PREPARES_AND_PURCHASES_SW,RELATIONSHIP_VRF_CD,VERF_RECEIVED_DT,PAYMENT_FREQUENCY_CD,EMPLOYER_NAME,EXPENSES_SW,INCOME_IS_ACCESSIBLE_SW,JOB_TITLE,PROJECTION_PERIOD_DAYS_CD,EMPLOYMENT_START_DT,PROJECTION_PERIOD_END_DT,PROJECTION_PERIOD_START_DT,PROVIDER_ID,LOST_EMPLOYMENT_SW,PROCESS_ID,IS_COMPLETE_SW_2,INSURANCE_INCOME_AMT,HOURS_WK,PLAN_TO_GAIN_IND_SW,EMP_SEQ_NUM_1,PAY_EXP_SEQ_NUM,PAYMENT_EXPENSE_DT,PAYMENT_EXPENSE_AMT,PAYMENT_EXPENSE_FREQUENCY_CD,PAYMENT_EXPENSE_VRF_CD,GROSS_PAY_PERIOD_AMT,HOURS_PER_WK,INCLUDE_PAYMENT_EXPENSE_SW,PAYMENT_INDICATOR_CD,REGULAR_HOURS,TYPE_CD_1,VERF_RECEIVED_DT_2,CHANGE_ACTION_DT,UNEARNED_SEQ_NUM,UNEARNED_INCOME_TYPE_CD,VERF_RECEIVED_DT_3,PAYMENT_FREQUENCY_CD_1,RESOURCE_SEQ_NUM,CONTRIBUTION_ININDV_ID,UNEARNED_SOURCE_CD,UNEARNED_INCOME_VRF_CD,OTHER_INCOME_AMT,PROG_CD,AID_REQUEST_SW,POLICY_YEAR,AVERAGE_MONTHLY_HOURS,BUDGETED_AMT,BUDGET_TYPE_CD,MA_BUDGET_AMT,MA_PROJECTED_AMT,PAYMENTS_EXPECTED,PAYMENTS_RECEIVED,PROJECTED_HOURS,PROJECTION_AMT
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,BC,16-MAR-2018 11.53.15 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,BC,16-MAR-2018 11.53.15 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,BC,16-MAR-2018 11.53.15 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,BC,16-MAR-2018 11.53.15 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,BC,20-FEB-2018 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,BC,20-FEB-2018 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,BC,20-FEB-2018 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,BC,20-FEB-2018 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,CH,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,CH,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,CH,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,CH,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,PA,Y,OT,15-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,1085450,TDI,,WE,0,0,,AL,203,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571177,TDI,,WE,0,0,,CI,157,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571178,TDI,,MO,,,,CI,314,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
82126_48539_82126,F,N,Y,01-JAN-2016 12.00.00 AM,M,Y,RI,Y,SB,Y,OT,01-SEP-2016 12.00.00 AM,WE,A Lifespan partner,N,Y,,30,17-MAR-2018 12.00.00 AM,09-JUN-2018 12.00.00 AM,11-MAY-2018 12.00.00 AM,0,N,DC,Y,538.02,16,N,7587949,8221154,30-MAR-2018 12.00.00 AM,120,WE,WN,120,16,Y,M,16,P,30-MAR-2018 12.00.00 AM,13-APR-2018 09.56.09 AM,7571203,TDI,,MO,,,,CI,188,MA,N,2016,69.33,520.69,OT,520.69,120.1,4,4,16,120.1
